club,name,position,age,overall,nationality,image
Ríver AC,Aniceto Liniker,MC,29,62,Brazil,wiki/missing_player.jpg
Ríver AC,Souza Murilo,MC MD,26,62,Brazil,wiki/94280.png
Ríver AC,Henrique Flavio,GOL,29,59,Brazil,wiki/77129.jpg
River Plate,F. Armani,GOL,35,79,Argentina,/214/584/23_60.png
River Plate,E. Pérez,VOL MC,36,78,Argentina,/196/432/23_60.png
River Plate,N. De la Cruz,MC ME MEI,25,78,Uruguay,/240/699/23_60.png
River Plate,J. Quintero,MEI MD,29,78,Colombia,/210/513/23_60.png
River Plate,M. Suárez,ATA PE,34,77,Argentina,/188/042/23_60.png
River Plate,M. Casco,LE LD,34,77,Argentina,/215/071/23_60.png
River Plate,M. Borja,ATA,29,76,Colombia,/219/862/23_60.png
River Plate,P. Díaz,ZAG,27,76,Chile,/214/436/23_60.png
River Plate,E. Barco,ME ATA PE,23,76,Argentina,/236/007/23_60.png
River Plate,E. Mammana,ZAG LD,26,75,Argentina,/221/551/23_60.png
River Plate,A. Palavecino,MC MEI,25,75,Argentina,/247/450/23_60.png
River Plate,R. Aliendro,MC VOL,31,75,Argentina,/233/029/23_60.png
River Plate,R. Rojas,LD ZAG,26,75,Paraguay,/246/914/23_60.png
River Plate,S. Simón,MD MC,20,74,Argentina,/256/408/23_60.png
River Plate,D. Martínez,ZAG LE,24,74,Paraguay,/241/569/23_60.png
River Plate,P. Solari,MD ATA PD,21,74,Argentina,/256/509/23_60.png
River Plate,B. Zuculini,VOL MC,29,74,Argentina,/203/864/23_60.png
River Plate,E. Gómez,LE LE,28,73,Argentina,/221/053/23_60.png
River Plate,T. Pochettino,MC MEI,26,73,Argentina,/231/524/23_60.png
River Plate,L. González Pirez,ZAG,30,73,Argentina,/199/669/23_60.png
River Plate,L. Beltrán,ATA PD,21,72,Argentina,/246/258/23_60.png
River Plate,A. Herrera,LD LD,23,72,Argentina,/246/106/23_60.png
River Plate,J. Maidana,ZAG,36,72,Argentina,/172/018/23_60.png
River Plate,J. Pinola,ZAG LE,39,72,Argentina,/146/963/23_60.png
River Plate,E. Centurión,GOL,25,70,Argentina,/246/236/23_60.png
River Plate,J. Paradela,ME MC MEI,23,70,Argentina,/245/354/23_60.png
River Plate,A. Vigo,LD LD,23,70,Argentina,/247/150/23_60.png
River Plate,A. Batalla,GOL,26,70,Argentina,/227/186/23_60.png
River Plate,C. Ferreira,MC MEI,22,69,Argentina,/241/568/23_60.png
River Plate,A. Fontana,ATA,26,68,Argentina,/225/915/23_60.png
River Plate,E. López,LD,21,67,Argentina,/252/706/23_60.png
River Plate,F. Petroli,GOL,24,66,Argentina,/256/407/23_60.png
River Plate,T. Galván,MEI MC,22,66,Argentina,/262/240/23_60.png
River Plate,F. Peña,ZAG VOL,21,66,Argentina,/264/323/23_60.png
River Plate,H. López Muñoz,MD ME,21,66,Argentina,/248/231/23_60.png
River Plate,T. Lecanda,ZAG LD LD,20,64,Argentina,/256/406/23_60.png
River Plate,T. Castro Ponce,MEI MC MD,21,63,Argentina,/255/924/23_60.png
River Plate,T. Gutierrez,ZAG,22,62,Colombia,/266/246/23_60.png
River Plate,N. Casasola,VOL,21,62,Argentina,/269/494/23_60.png
Boca Juniors,A. Rossi,GOL,26,79,Argentina,/227/275/23_60.png
Boca Juniors,S. Villa,PE PD,26,78,Colombia,/233/959/23_60.png
Boca Juniors,M. Rojo,ZAG,32,78,Argentina,/201/862/23_60.png
Boca Juniors,F. Fabra,LE,31,77,Colombia,/214/040/23_60.png
Boca Juniors,D. Benedetto,ATA,32,77,Argentina,/215/061/23_60.png
Boca Juniors,A. Varela,VOL MC,20,76,Argentina,/260/599/23_60.png
Boca Juniors,G. Fernández,MC VOL,30,76,Argentina,/211/269/23_60.png
Boca Juniors,S. Romero,GOL,35,76,Argentina,/173/373/23_60.png
Boca Juniors,Ó. Romero,MEI MD MC,29,76,Paraguay,/220/334/23_60.png
Boca Juniors,L. Advíncula,LD,32,75,Peru,/204/539/23_60.png
Boca Juniors,M. Retegui,ATA,23,75,Argentina,/241/850/23_60.png
Boca Juniors,J. Ramírez,MC ME,29,74,Argentina,/214/665/23_60.png
Boca Juniors,C. Zambrano,ZAG,32,74,Peru,/187/132/23_60.png
Boca Juniors,F. Roncaglia,LD ZAG,35,73,Argentina,/183/966/23_60.png
Boca Juniors,A. Molinas,MEI MC,21,73,Argentina,/256/502/23_60.png
Boca Juniors,J. García,GOL,35,73,Argentina,/178/566/23_60.png
Boca Juniors,J. Campuzano,VOL MC,26,73,Colombia,/242/267/23_60.png
Boca Juniors,N. Figal,ZAG LD,28,73,Argentina,/219/841/23_60.png
Boca Juniors,N. Orsini,ATA,27,72,Argentina,/220/148/23_60.png
Boca Juniors,L. Vázquez,ATA,21,72,Argentina,/251/651/23_60.png
Boca Juniors,E. Zeballos,PD PE,20,72,Argentina,/260/601/23_60.png
Boca Juniors,M. Weigandt,LD,22,71,Argentina,/246/263/23_60.png
Boca Juniors,D. González,MC,34,71,Argentina,/214/770/23_60.png
Boca Juniors,E. Fernández,VOL MC,19,71,Argentina,/262/151/23_60.png
Boca Juniors,C. Medina,MC,20,71,Argentina,/261/082/23_60.png
Boca Juniors,N. Briasco,ATA PD MD,26,69,Armenia,/235/989/23_60.png
Boca Juniors,L. Langoni,PD ATA,19,69,Argentina,/270/107/23_60.png
Boca Juniors,E. Rolón,VOL,27,68,Argentina,/231/212/23_60.png
Boca Juniors,A. Sández,LE,21,68,Argentina,/263/518/23_60.png
Boca Juniors,V. Taborda,ME MEI PE,21,68,Argentina,/263/693/23_60.png
Boca Juniors,G. Maroni,MEI PE,23,68,Argentina,/234/108/23_60.png
Boca Juniors,N. Valentini,ZAG,21,66,Argentina,/267/681/23_60.png
Boca Juniors,G. Aranda,ZAG,21,65,Argentina,/263/692/23_60.png
Boca Juniors,O. Salomón,ZAG,23,65,Argentina,/254/228/23_60.png
Boca Juniors,A. Obando,ME,22,65,Argentina,/246/910/23_60.png
Boca Juniors,L. Brochero,MD MEI PD,23,64,Argentina,/257/549/23_60.png
Boca Juniors,R. Montes,MC,22,62,Argentina,/263/694/23_60.png
Boca Juniors,G. Vega,MC,20,62,Argentina,/263/696/23_60.png
Boca Juniors,A. Lastra,GOL,21,61,Argentina,/263/689/23_60.png
Colón,L. Rodríguez,ATA ATA MEI,37,77,Argentina,/192/906/23_60.png
Colón,F. Farías,ATA ATA ME,19,75,Argentina,/256/287/23_60.png
Colón,C. Bernardi,MEI MD MC,32,74,Argentina,/235/176/23_60.png
Colón,R. Delgado,LE ZAG,32,73,Argentina,/216/036/23_60.png
Colón,F. Garcés,ZAG,22,73,Argentina,/241/031/23_60.png
Colón,B. Perlaza,VOL MC,30,72,Colombia,/226/747/23_60.png
Colón,R. Ábila,ATA,32,72,Argentina,/226/378/23_60.png
Colón,P. Goltz,ZAG,37,72,Argentina,/214/763/23_60.png
Colón,J. Álvarez,MD PD,26,72,Argentina,/239/491/23_60.png
Colón,I. Chicco,GOL,26,71,Argentina,/232/817/23_60.png
Colón,E. Meza,LD LD,23,71,Argentina,/258/090/23_60.png
Colón,C. Vega,VOL MC,28,71,Argentina,/251/213/23_60.png
Colón,M. Ibáñez,GOL,35,70,Argentina,/214/983/23_60.png
Colón,S. Pierotti,MD MC,21,70,Argentina,/253/139/23_60.png
Colón,L. Picco,VOL MC,23,69,Argentina,/252/044/23_60.png
Colón,A. Teuten,LE LE,23,69,Uruguay,/261/532/23_60.png
Colón,J. Sánchez Miño,ME LE MC,32,68,Argentina,/201/953/23_60.png
Colón,J. Novillo,ZAG,24,68,Argentina,/246/667/23_60.png
Colón,B. Farioli,MD MEI ME,24,68,Argentina,/254/222/23_60.png
Colón,A. Schott,LD,22,68,Argentina,/244/757/23_60.png
Colón,L. Acevedo,ZAG,30,67,Argentina,/222/889/23_60.png
Colón,J. Chicco,VOL MC,24,67,Argentina,/233/887/23_60.png
Colón,M. Formica,MEI MC,34,67,Argentina,/192/370/23_60.png
Colón,G. Nardelli,LD ZAG,22,66,Argentina,/268/535/23_60.png
Colón,M. Otazú,ME PE LE,25,66,Paraguay,/260/974/23_60.png
Colón,L. Ojeda,LE,20,65,Argentina,/270/213/23_60.png
Colón,T. Sandoval,ATA,23,64,Argentina,/233/892/23_60.png
Colón,T. Moschión,VOL MC,22,62,Argentina,/246/305/23_60.png
Racing,G. Arias,GOL,34,78,Chile,/223/249/23_60.png
Racing,L. Sigali,ZAG,35,77,Argentina,/215/135/23_60.png
Racing,E. Mena,LE LE,33,76,Chile,/209/744/23_60.png
Racing,A. Moreno,VOL MC,23,75,Argentina,/245/055/23_60.png
Racing,L. Miranda,MC VOL,28,75,Argentina,/214/988/23_60.png
Racing,E. Vecchio,MEI MC,33,75,Argentina,/179/765/23_60.png
Racing,E. Copetti,ATA PD,26,74,Argentina,/238/332/23_60.png
Racing,G. Hauche,PD PE,35,74,Argentina,/203/872/23_60.png
Racing,G. Piovi,LE ZAG LE,27,74,Argentina,/219/670/23_60.png
Racing,J. Gómez,MEI MC,32,73,Argentina,/211/489/23_60.png
Racing,E. Insua,ZAG LE,33,73,Argentina,/179/696/23_60.png
Racing,M. Rojas,PD MD MC,26,73,Paraguay,/237/183/23_60.png
Racing,E. Cardona,MEI ME PE,29,73,Colombia,/192/342/23_60.png
Racing,F. Mura,LD LE,23,72,Argentina,/247/156/23_60.png
Racing,J. Carbonero,PE PD,22,72,Colombia,/242/654/23_60.png
Racing,C. Alcaraz,MEI MC ME,19,72,Argentina,/256/402/23_60.png
Racing,G. Gómez,GOL,26,72,Argentina,/235/925/23_60.png
Racing,M. Martínez,VOL ZAG,29,71,Argentina,/226/798/23_60.png
Racing,N. Reniero,ATA,27,71,Argentina,/237/283/23_60.png
Racing,J. Galván,ZAG VOL,30,70,Argentina,/226/616/23_60.png
Racing,K. Gutiérrez,VOL MC,25,70,Argentina,/241/833/23_60.png
Racing,A. Soto,LE ZAG,28,70,Argentina,/231/507/23_60.png
Racing,H. Fertoli,ME MD MEI,27,70,Argentina,/222/693/23_60.png
Racing,I. Pillud,LD,36,69,Argentina,/193/141/23_60.png
Racing,B. Garré,MD PD PE,21,69,Argentina,/241/632/23_60.png
Racing,N. Oroz,MEI PE PD,28,69,Argentina,/223/105/23_60.png
Racing,L. Orbán,ZAG LE,33,69,Argentina,/191/488/23_60.png
Racing,F. Domínguez,MD LD LD,24,69,Uruguay,/245/247/23_60.png
Racing,M. Tagliamonte,GOL,24,67,Argentina,/238/093/23_60.png
Racing,J. López,MC VOL MEI,22,66,Argentina,/245/061/23_60.png
Racing,J. Cáceres,LD LD ZAG,22,66,Argentina,/251/613/23_60.png
Racing,T. Banega,MC,23,65,Argentina,/255/462/23_60.png
Racing,F. Prado,LE ZAG,21,63,Uruguay,/256/668/23_60.png
Racing,M. Quiroz,VOL MC,20,63,Argentina,/271/749/23_60.png
Racing,R. Fernández,PE ATA,16,60,Argentina,/271/029/23_60.png
Independiente,I. Marcone,VOL MC,32,76,Argentina,/215/057/23_60.png
Independiente,L. Romero,VOL MC,28,76,Argentina,/215/119/23_60.png
Independiente,S. Barreto,ZAG,23,74,Argentina,/241/872/23_60.png
Independiente,S. Sosa,GOL,35,74,Uruguay,/205/409/23_60.png
Independiente,J. Cazares,MEI,30,73,Ecuador,/208/504/23_60.png
Independiente,A. Soñora,MC MEI VOL,23,73,United States,/252/240/23_60.png
Independiente,D. Batallini,MD ME PD,26,73,Argentina,/232/709/23_60.png
Independiente,J. Insaurralde,ZAG,37,72,Argentina,/153/060/23_60.png
Independiente,L. Fernández,ATA PD PE,31,72,Argentina,/208/054/23_60.png
Independiente,F. Ferreyra,ATA,31,72,Argentina,/213/432/23_60.png
Independiente,L. Benegas,ATA PE,33,71,Chile,/214/862/23_60.png
Independiente,M. Álvarez,GOL,33,71,Argentina,/244/987/23_60.png
Independiente,J. Laso,ZAG LD,31,70,Argentina,/226/772/23_60.png
Independiente,G. Togni,ME LE PE,24,70,Argentina,/237/512/23_60.png
Independiente,L. Rodríguez,LE LE,28,69,Argentina,/214/660/23_60.png
Independiente,T. Pozzo,MD ME ATA,21,69,Argentina,/258/284/23_60.png
Independiente,G. Hachen,MC VOL,31,69,Argentina,/215/081/23_60.png
Independiente,A. Costa,LE LE ZAG,22,69,Argentina,/261/097/23_60.png
Independiente,L. González,MC VOL,22,69,Argentina,/252/239/23_60.png
Independiente,G. Asís,LD LD MC,26,68,Argentina,/239/951/23_60.png
Independiente,B. Martínez,PD MD,22,68,Argentina,/255/307/23_60.png
Independiente,R. Márquez,PE PD ME,20,68,Argentina,/263/756/23_60.png
Independiente,C. Chávez,ATA PE,35,68,Argentina,/205/941/23_60.png
Independiente,E. Elizalde,LE ZAG,22,67,Uruguay,/240/835/23_60.png
Independiente,R. Bacchia,GOL,23,65,Uruguay,/255/308/23_60.png
Independiente,P. Ostachuk,ZAG,22,64,Argentina,/261/112/23_60.png
Independiente,J. Vallejo,MD ME ATA,18,63,Argentina,/270/872/23_60.png
Independiente,J. Romero,ATA,18,62,Argentina,/266/663/23_60.png
Independiente,S. Ortíz,VOL MC,21,61,Argentina,/270/822/23_60.png
Independiente,S. Ayala,ATA,20,60,Argentina,/270/875/23_60.png
Independiente,J. D'Angelo,VOL,21,60,Argentina,/269/717/23_60.png
Vélez Sarsfield,L. Janson,PE ATA,27,76,Argentina,/215/202/23_60.png
Vélez Sarsfield,D. Godín,ZAG,36,76,Uruguay,/182/493/23_60.png
Vélez Sarsfield,L. Giannetti,ZAG,28,75,Argentina,/215/147/23_60.png
Vélez Sarsfield,W. Bou,ATA MEI ATA,28,74,Argentina,/224/510/23_60.png
Vélez Sarsfield,F. Ortega,LE,23,74,Argentina,/242/287/23_60.png
Vélez Sarsfield,L. Burián,GOL,38,73,Uruguay,/176/526/23_60.png
Vélez Sarsfield,L. Hoyos,GOL,33,73,Argentina,/224/348/23_60.png
Vélez Sarsfield,L. Orellano,PD,22,73,Argentina,/246/423/23_60.png
Vélez Sarsfield,L. Pratto,ATA,34,73,Argentina,/184/252/23_60.png
Vélez Sarsfield,M. de los Santos,ZAG,29,72,Uruguay,/239/645/23_60.png
Vélez Sarsfield,S. Cáseres,VOL MC ZAG,25,72,Argentina,/236/527/23_60.png
Vélez Sarsfield,L. Jara,LD,31,72,Argentina,/215/331/23_60.png
Vélez Sarsfield,T. Guidara,LD,26,71,Argentina,/237/122/23_60.png
Vélez Sarsfield,J. Menéndez,MD PE PD,28,71,Argentina,/235/047/23_60.png
Vélez Sarsfield,M. Perrone,MC VOL,19,71,Argentina,/267/991/23_60.png
Vélez Sarsfield,M. Brizuela,ZAG LE,25,70,Argentina,/252/168/23_60.png
Vélez Sarsfield,V. Gómez,ZAG LE,19,70,Argentina,/267/860/23_60.png
Vélez Sarsfield,N. Garayalde,MC MEI,22,70,Argentina,/262/148/23_60.png
Vélez Sarsfield,E. Insua,LE,31,70,Argentina,/215/144/23_60.png
Vélez Sarsfield,J. Florentín,MC,25,69,Paraguay,/253/249/23_60.png
Vélez Sarsfield,A. Osorio,ATA,20,68,Argentina,/268/083/23_60.png
Vélez Sarsfield,J. Fernández,PD PE,18,68,Argentina,/267/866/23_60.png
Vélez Sarsfield,G. Mainero,MD PD,27,68,Argentina,/242/002/23_60.png
Vélez Sarsfield,M. Pittón,MC VOL MD,27,68,Argentina,/228/961/23_60.png
Vélez Sarsfield,A. Mulet,MC VOL,22,67,Argentina,/260/377/23_60.png
Vélez Sarsfield,D. Fernández,ZAG LD,21,66,Argentina,/251/686/23_60.png
Vélez Sarsfield,J. García,LD,20,65,Argentina,/256/524/23_60.png
Vélez Sarsfield,S. Castro,ATA PD,17,64,Argentina,/267/861/23_60.png
Vélez Sarsfield,N. Romero,LE ME,22,64,Argentina,/247/081/23_60.png
Vélez Sarsfield,M. Borgogno,GOL,23,64,Argentina,/243/476/23_60.png
Vélez Sarsfield,F. Díaz,MC,21,64,Argentina,/267/627/23_60.png
Vélez Sarsfield,N. Delgadillo,ME PE,24,64,Argentina,/228/646/23_60.png
Vélez Sarsfield,M. Pellegrino,ATA,20,63,Argentina,/263/229/23_60.png
Lanús,L. Acosta,ME MD ATA,34,74,Argentina,/188/268/23_60.png
Lanús,R. Loaiza,VOL MC,28,73,Colombia,/214/226/23_60.png
Lanús,J. Sand,ATA,41,73,Argentina,/152/912/23_60.png
Lanús,P. De la Vega,MD PD PE,21,73,Argentina,/246/045/23_60.png
Lanús,T. Belmonte,MC VOL,24,72,Argentina,/241/607/23_60.png
Lanús,L. Di Plácido,LD LD MD,28,72,Argentina,/222/022/23_60.png
Lanús,F. Aguilar,ZAG,29,72,Colombia,/214/384/23_60.png
Lanús,L. Morales,GOL,22,72,Argentina,/253/012/23_60.png
Lanús,F. Troyansky,ATA MD ME,25,71,Argentina,/233/057/23_60.png
Lanús,F. Pérez,MC MD,22,70,Argentina,/253/030/23_60.png
Lanús,D. Braghieri,ZAG,35,70,Argentina,/215/050/23_60.png
Lanús,N. Pasquini,LE ME MC,31,70,Argentina,/214/772/23_60.png
Lanús,F. Monetti,GOL,33,70,Argentina,/215/985/23_60.png
Lanús,C. Spinelli,ATA,25,70,Argentina,/238/180/23_60.png
Lanús,Y. Cabral,ZAG,30,70,Argentina,/221/990/23_60.png
Lanús,G. De Amores,GOL,27,69,Uruguay,/258/133/23_60.png
Lanús,M. Esquivel,MC MEI,23,68,Argentina,/254/587/23_60.png
Lanús,N. Thaller,ZAG,23,68,Argentina,/242/343/23_60.png
Lanús,J. Aude,LE VOL,19,67,Argentina,/258/095/23_60.png
Lanús,B. Aguirre,LD LE MD,21,67,Argentina,/259/576/23_60.png
Lanús,M. Pérez,ZAG,22,67,Argentina,/255/333/23_60.png
Lanús,L. Acosta,GOL,27,67,Argentina,/220/624/23_60.png
Lanús,L. Boggio,MC MD,23,66,Uruguay,/265/766/23_60.png
Lanús,N. Morgantini,LD LD,27,66,Argentina,/255/197/23_60.png
Lanús,S. Careaga,MC MEI,20,66,Argentina,/268/748/23_60.png
Lanús,M. González,VOL MC,18,65,Argentina,/267/853/23_60.png
Lanús,F. Orozco,ME PE PD,20,65,Argentina,/259/570/23_60.png
Lanús,I. Cazal,MD ME,23,65,Paraguay,/255/088/23_60.png
Lanús,M. Vera,LD,23,64,Argentina,/255/317/23_60.png
Lanús,M. Sanabria,ME PE,18,64,Argentina,/267/852/23_60.png
Lanús,F. Ortellado,ZAG,21,64,Argentina,/268/816/23_60.png
Lanús,B. Blando,ATA,27,64,Argentina,/270/459/23_60.png
Lanús,L. Varaldo,ATA,20,63,Argentina,/263/418/23_60.png
Lanús,L. Besozzi,ME PE MD,19,62,Argentina,/260/562/23_60.png
Lanús,G. Torres,ATA ME,22,61,Argentina,/260/070/23_60.png
Estudiantes,L. Godoy,LD LD,27,75,Argentina,/228/415/23_60.png
Estudiantes,J. Rodríguez,VOL MC,26,75,Argentina,/224/796/23_60.png
Estudiantes,F. Zuqui,MC MEI VOL,30,74,Argentina,/215/155/23_60.png
Estudiantes,M. Andújar,GOL,38,74,Argentina,/173/857/23_60.png
Estudiantes,M. Boselli,ATA,37,74,Argentina,/161/938/23_60.png
Estudiantes,M. Castro,MD ME,26,73,Uruguay,/246/771/23_60.png
Estudiantes,F. Noguera,ZAG,29,73,Argentina,/223/064/23_60.png
Estudiantes,L. Díaz,ATA,30,73,Argentina,/214/777/23_60.png
Estudiantes,P. Piatti,MD ME,33,73,Argentina,/183/899/23_60.png
Estudiantes,E. Mas,LE LE ME,33,72,Argentina,/214/955/23_60.png
Estudiantes,J. Sosa,MC VOL,37,72,Argentina,/143/121/23_60.png
Estudiantes,H. Toledo,ME MD PE,26,72,Argentina,/231/128/23_60.png
Estudiantes,B. Rollheiser,ME MEI ATA,22,71,Argentina,/252/114/23_60.png
Estudiantes,J. Morel,ZAG VOL MC,24,70,Paraguay,/253/251/23_60.png
Estudiantes,M. Méndez,ATA,23,70,Uruguay,/259/883/23_60.png
Estudiantes,L. Lollo,ZAG,35,69,Argentina,/215/254/23_60.png
Estudiantes,E. Muñoz,ZAG,31,69,Argentina,/186/695/23_60.png
Estudiantes,I. Gómez,VOL MC,25,69,Argentina,/235/987/23_60.png
Estudiantes,J. Díaz,LE ZAG,24,68,Argentina,/241/022/23_60.png
Estudiantes,N. Paz,ZAG LE,29,68,Argentina,/219/451/23_60.png
Estudiantes,L. Heredia,ATA ME,26,67,Argentina,/241/025/23_60.png
Estudiantes,F. Apaolaza,ATA,25,67,Argentina,/243/170/23_60.png
Estudiantes,F. Zapiola,ME MEI,21,65,Argentina,/263/502/23_60.png
Estudiantes,J. Pourtau,GOL,22,65,Argentina,/237/575/23_60.png
Estudiantes,C. Lattanzio,ME MC PE,24,65,Argentina,/229/878/23_60.png
Estudiantes,E. Mancuso,LD,23,64,Argentina,/263/690/23_60.png
Estudiantes,I. Gariglio,ZAG LD,24,64,Argentina,/259/271/23_60.png
Estudiantes,B. Kociubinski,VOL MC ZAG,21,63,Argentina,/263/501/23_60.png
Estudiantes,G. Piñeiro,MC MEI,21,62,Argentina,/269/935/23_60.png
Estudiantes,B. Valdez,LE,20,62,Argentina,/261/083/23_60.png
Estudiantes,D. Verón,MC,21,62,Argentina,/259/598/23_60.png
Estudiantes,S. Núñez,ZAG,22,62,Argentina,/269/934/23_60.png
Estudiantes,B. Orosco,MEI ATA MD,24,61,Argentina,/267/600/23_60.png
Rosario Central,J. Báez,ZAG,31,72,Paraguay,/223/072/23_60.png
Rosario Central,V. Malcorra,ME MC,34,72,Argentina,/226/797/23_60.png
Rosario Central,M. Benítez,LE ME MC,31,72,Argentina,/223/241/23_60.png
Rosario Central,J. Rodríguez,ZAG,28,72,Argentina,/244/950/23_60.png
Rosario Central,G. Servio,GOL,30,71,Argentina,/211/264/23_60.png
Rosario Central,D. Martínez,LD,32,71,Argentina,/224/104/23_60.png
Rosario Central,J. Broun,GOL,36,71,Argentina,/216/033/23_60.png
Rosario Central,J. Komar,ZAG,25,71,Argentina,/222/428/23_60.png
Rosario Central,J. Pereyra,ME MC,23,71,Argentina,/233/092/23_60.png
Rosario Central,F. Almada,ZAG,23,70,Argentina,/246/547/23_60.png
Rosario Central,W. Montoya,MD MC,28,70,Argentina,/224/461/23_60.png
Rosario Central,F. Torrent,LD,30,68,Argentina,/251/127/23_60.png
Rosario Central,J. Candia,ATA PD,27,68,Uruguay,/255/319/23_60.png
Rosario Central,F. Buonanotte,MEI MD MC,17,68,Argentina,/269/495/23_60.png
Rosario Central,J. Velázquez,ZAG,31,68,Argentina,/210/814/23_60.png
Rosario Central,F. Mac Allister,VOL MC,26,68,Argentina,/232/826/23_60.png
Rosario Central,A. Veliz,ATA,18,67,Argentina,/269/176/23_60.png
Rosario Central,G. Ramírez,ATA,32,66,Paraguay,/231/814/23_60.png
Rosario Central,G. Infantino,MD ME,19,66,Argentina,/258/104/23_60.png
Rosario Central,M. Tanlongo,VOL MC,18,66,Argentina,/258/103/23_60.png
Rosario Central,F. Lo Celso,ME MC MEI,22,65,Argentina,/255/352/23_60.png
Rosario Central,I. Cortez,LD,22,65,Argentina,/270/075/23_60.png
Rosario Central,J. Leudo,VOL,28,65,Colombia,/215/336/23_60.png
Rosario Central,K. Ortiz,MC VOL,21,64,Argentina,/271/344/23_60.png
Rosario Central,A. Marinelli,MD ATA ME,23,64,Argentina,/254/586/23_60.png
Rosario Central,L. Martínez Dupuy,ATA,21,64,Mexico,/258/081/23_60.png
Rosario Central,L. Ferreyra,ME MEI,20,64,Argentina,/259/486/23_60.png
San Lorenzo,C. Zapata,ZAG,35,72,Colombia,/177/983/23_60.png
San Lorenzo,A. Bareiro,ATA,25,72,Paraguay,/246/690/23_60.png
San Lorenzo,S. Torrico,GOL,42,72,Argentina,/216/692/23_60.png
San Lorenzo,J. Devecchi,GOL,26,72,Argentina,/225/282/23_60.png
San Lorenzo,N. Barrios,PE MEI,24,71,Argentina,/237/994/23_60.png
San Lorenzo,E. Cerutti,PD PE MD,30,71,Argentina,/219/525/23_60.png
San Lorenzo,J. Méndez,VOL MC,25,71,Argentina,/241/927/23_60.png
San Lorenzo,F. Gattoni,ZAG,23,70,Argentina,/241/930/23_60.png
San Lorenzo,J. Elías,MC MD LD,26,70,Argentina,/231/360/23_60.png
San Lorenzo,A. Martegani,MEI MC ME,22,69,Argentina,/262/083/23_60.png
San Lorenzo,A. Vombergar,ATA ATA,27,68,Slovenia,/247/143/23_60.png
San Lorenzo,G. Campi,ZAG,31,68,Argentina,/220/429/23_60.png
San Lorenzo,A. Díaz,ATA,22,68,Argentina,/246/108/23_60.png
San Lorenzo,M. Braida,ME LE PE,25,68,Argentina,/258/746/23_60.png
San Lorenzo,J. Palacios,MD MC,23,67,Argentina,/254/585/23_60.png
San Lorenzo,G. Hernández,ZAG,24,67,Argentina,/268/621/23_60.png
San Lorenzo,N. Ortigoza,VOL MC,37,67,Paraguay,/161/636/23_60.png
San Lorenzo,A. Giay,LD MD MC,18,66,Argentina,/268/657/23_60.png
San Lorenzo,S. Rosane,VOL MC,22,66,Argentina,/261/438/23_60.png
San Lorenzo,M. Insaurralde,MC VOL LD,23,66,Argentina,/245/249/23_60.png
San Lorenzo,M. Peralta Bauer,ATA MD,24,66,Argentina,/257/154/23_60.png
San Lorenzo,A. Sabella,ME PE MEI,21,65,Argentina,/259/136/23_60.png
San Lorenzo,D. Calcaterra,ZAG VOL,20,64,Argentina,/261/884/23_60.png
San Lorenzo,I. Leguizamón,PD PE MEI,19,64,Paraguay,/267/784/23_60.png
San Lorenzo,J. James,ZAG,21,64,Argentina,/266/808/23_60.png
San Lorenzo,F. Flores,ZAG LD,20,64,Argentina,/257/380/23_60.png
San Lorenzo,N. Blandi,ATA,32,63,Argentina,/200/197/23_60.png
San Lorenzo,G. Luján,ZAG LD,21,63,Argentina,/262/339/23_60.png
San Lorenzo,T. Silva,LE LE,19,62,Argentina,/267/795/23_60.png
San Lorenzo,A. Hausch,ATA PE,19,61,Argentina,/257/153/23_60.png
San Lorenzo,F. Perruzzi,VOL,21,61,Argentina,/269/501/23_60.png
San Lorenzo,E. Herrera,LD LD ZAG,19,59,Argentina,/265/822/23_60.png
Newell's Old Boys,C. Lema,ZAG,32,75,Argentina,/215/228/23_60.png
Newell's Old Boys,J. García,ATA,29,74,Argentina,/240/963/23_60.png
Newell's Old Boys,L. Vangioni,LE LE,35,74,Argentina,/212/541/23_60.png
Newell's Old Boys,W. Ditta,ZAG,25,73,Colombia,/245/810/23_60.png
Newell's Old Boys,P. Pérez,MC VOL,36,72,Argentina,/215/079/23_60.png
Newell's Old Boys,M. Capasso,ZAG,26,71,Argentina,/244/945/23_60.png
Newell's Old Boys,G. Velázquez,ZAG,31,70,Paraguay,/246/696/23_60.png
Newell's Old Boys,A. Méndez,LD LD,26,70,Uruguay,/253/294/23_60.png
Newell's Old Boys,J. Fernández,VOL MC,27,70,Argentina,/219/452/23_60.png
Newell's Old Boys,R. Macagno,GOL,25,69,Argentina,/231/258/23_60.png
Newell's Old Boys,L. Melano,PD PE ATA,29,68,Argentina,/215/266/23_60.png
Newell's Old Boys,B. Calderara,LE ME,24,68,Argentina,/259/500/23_60.png
Newell's Old Boys,J. Garro,PD MD ATA,29,68,Argentina,/215/168/23_60.png
Newell's Old Boys,F. González,PE PD,21,67,Argentina,/259/533/23_60.png
Newell's Old Boys,J. Sforza,MC VOL,20,67,Argentina,/258/289/23_60.png
Newell's Old Boys,D. Reasco,ATA MEI,23,66,Ecuador,/254/069/23_60.png
Newell's Old Boys,J. Cacciabue,VOL MC MD,24,66,Argentina,/242/294/23_60.png
Newell's Old Boys,F. Mansilla,ZAG,23,65,Argentina,/263/434/23_60.png
Newell's Old Boys,F. Ángel,MC,21,65,Colombia,/251/902/23_60.png
